x,y
['x' => 336.688,'y' => 220.288 ]
['x' => 336.731,'y' => 220.331 ]
['x' => 336.770,'y' => 220.421 ]
['x' => 336.947,'y' => 220.532 ]
['x' => 337.072,'y' => 220.551 ]
['x' => 337.171,'y' => 220.494 ]
['x' => 337.133,'y' => 220.443 ]
['x' => 337.184,'y' => 220.418 ]
['x' => 337.261,'y' => 220.328 ]
['x' => 337.363,'y' => 220.277 ]
['x' => 337.375,'y' => 220.188 ]
['x' => 337.388,'y' => 220.150 ]
['x' => 337.541,'y' => 220.175 ]
['x' => 337.676,'y' => 220.089 ]
['x' => 337.731,'y' => 220.082 ]
['x' => 337.774,'y' => 220.107 ]
['x' => 337.796,'y' => 220.135 ]
['x' => 337.793,'y' => 220.181 ]
['x' => 337.786,'y' => 220.227 ]
['x' => 337.765,'y' => 220.307 ]
['x' => 337.669,'y' => 220.392 ]
['x' => 337.695,'y' => 220.494 ]
['x' => 337.669,'y' => 220.520 ]
['x' => 337.669,'y' => 220.622 ]
['x' => 337.695,'y' => 220.647 ]
['x' => 337.695,'y' => 220.724 ]
['x' => 337.720,'y' => 220.813 ]
['x' => 337.720,'y' => 220.928 ]
['x' => 337.695,'y' => 220.966 ]
['x' => 337.695,'y' => 221.005 ]
['x' => 337.720,'y' => 221.030 ]
['x' => 337.720,'y' => 221.094 ]
['x' => 337.682,'y' => 221.132 ]
['x' => 337.682,'y' => 221.222 ]
['x' => 337.746,'y' => 221.285 ]
['x' => 337.809,'y' => 221.285 ]
['x' => 337.848,'y' => 221.247 ]
['x' => 337.835,'y' => 221.196 ]
['x' => 337.924,'y' => 221.132 ]
['x' => 338.128,'y' => 221.120 ]
['x' => 338.154,'y' => 221.171 ]
['x' => 338.218,'y' => 221.171 ]
['x' => 338.243,'y' => 221.222 ]
['x' => 338.231,'y' => 221.311 ]
['x' => 338.231,'y' => 221.362 ]
['x' => 338.180,'y' => 221.413 ]
['x' => 338.196,'y' => 221.496 ]
['x' => 338.301,'y' => 221.524 ]
['x' => 338.339,'y' => 221.496 ]
['x' => 338.368,'y' => 221.459 ]
['x' => 338.395,'y' => 221.408 ]
['x' => 338.421,'y' => 221.348 ]
['x' => 338.432,'y' => 221.310 ]
['x' => 338.414,'y' => 221.269 ]
['x' => 338.398,'y' => 221.229 ]
['x' => 338.402,'y' => 221.168 ]
['x' => 338.395,'y' => 221.103 ]
['x' => 338.448,'y' => 221.029 ]
['x' => 338.484,'y' => 221.018 ]
['x' => 338.518,'y' => 220.997 ]
['x' => 338.581,'y' => 220.996 ]
['x' => 338.627,'y' => 220.985 ]
['x' => 338.665,'y' => 221.015 ]
['x' => 338.688,'y' => 221.057 ]
['x' => 338.732,'y' => 221.078 ]
['x' => 338.841,'y' => 221.083 ]
['x' => 338.955,'y' => 221.136 ]
['x' => 338.977,'y' => 221.164 ]
['x' => 338.988,'y' => 221.204 ]
['x' => 338.992,'y' => 221.275 ]
['x' => 339.000,'y' => 221.340 ]
['x' => 339.028,'y' => 221.417 ]
['x' => 339.002,'y' => 221.501 ]
['x' => 339.046,'y' => 221.580 ]
['x' => 338.955,'y' => 221.643 ]
['x' => 339.028,'y' => 221.711 ]
['x' => 339.093,'y' => 221.781 ]
['x' => 339.128,'y' => 221.840 ]
['x' => 339.179,'y' => 221.863 ]
['x' => 339.248,'y' => 221.811 ]
['x' => 339.309,'y' => 221.783 ]
['x' => 339.368,'y' => 221.742 ]
['x' => 339.392,'y' => 221.722 ]
['x' => 339.488,'y' => 221.676 ]
['x' => 339.577,'y' => 221.642 ]
['x' => 339.584,'y' => 221.677 ]
['x' => 339.571,'y' => 221.713 ]
['x' => 339.544,'y' => 221.756 ]
['x' => 339.532,'y' => 221.797 ]
['x' => 339.529,'y' => 221.829 ]
['x' => 339.520,'y' => 221.876 ]
['x' => 339.533,'y' => 221.914 ]
['x' => 339.560,'y' => 221.872 ]
['x' => 339.596,'y' => 221.825 ]
['x' => 339.641,'y' => 221.777 ]
['x' => 339.710,'y' => 221.704 ]
['x' => 339.772,'y' => 221.609 ]
['x' => 339.802,'y' => 221.564 ]
['x' => 339.865,'y' => 221.501 ]
['x' => 339.875,'y' => 221.467 ]
['x' => 339.907,'y' => 221.435 ]
['x' => 339.962,'y' => 221.423 ]
['x' => 339.993,'y' => 221.416 ]
['x' => 340.025,'y' => 221.406 ]
['x' => 340.061,'y' => 221.402 ]
['x' => 340.093,'y' => 221.402 ]
['x' => 340.144,'y' => 221.400 ]
['x' => 340.180,'y' => 221.374 ]
['x' => 340.213,'y' => 221.366 ]
['x' => 340.272,'y' => 221.361 ]
['x' => 340.301,'y' => 221.393 ]
['x' => 340.327,'y' => 221.429 ]
['x' => 340.331,'y' => 221.486 ]
['x' => 340.320,'y' => 221.583 ]
['x' => 340.282,'y' => 221.704 ]
['x' => 340.274,'y' => 221.762 ]
['x' => 340.307,'y' => 221.789 ]
['x' => 340.292,'y' => 221.836 ]
['x' => 340.306,'y' => 221.864 ]
['x' => 340.330,'y' => 221.886 ]
['x' => 340.383,'y' => 221.914 ]
['x' => 340.406,'y' => 221.948 ]
['x' => 340.405,'y' => 222.003 ]
['x' => 340.310,'y' => 222.085 ]
['x' => 340.194,'y' => 222.219 ]
['x' => 340.182,'y' => 222.249 ]
['x' => 340.187,'y' => 222.280 ]
['x' => 340.207,'y' => 222.307 ]
['x' => 340.268,'y' => 222.326 ]
['x' => 340.347,'y' => 222.360 ]
['x' => 340.391,'y' => 222.403 ]
['x' => 340.437,'y' => 222.458 ]
['x' => 340.456,'y' => 222.487 ]
['x' => 340.459,'y' => 222.525 ]
['x' => 340.438,'y' => 222.578 ]
['x' => 340.394,'y' => 222.631 ]
['x' => 340.296,'y' => 222.704 ]
['x' => 340.246,'y' => 222.749 ]
['x' => 340.218,'y' => 222.801 ]
['x' => 340.209,'y' => 222.849 ]
['x' => 340.176,'y' => 222.865 ]
['x' => 340.089,'y' => 222.914 ]
['x' => 340.067,'y' => 222.957 ]
['x' => 340.069,'y' => 222.990 ]
['x' => 340.100,'y' => 223.022 ]
['x' => 340.143,'y' => 223.038 ]
['x' => 340.193,'y' => 223.050 ]
['x' => 340.326,'y' => 223.073 ]
['x' => 340.359,'y' => 223.103 ]
['x' => 340.382,'y' => 223.124 ]
['x' => 340.404,'y' => 223.184 ]
['x' => 340.382,'y' => 223.210 ]
['x' => 340.343,'y' => 223.232 ]
['x' => 340.277,'y' => 223.256 ]
['x' => 340.240,'y' => 223.239 ]
['x' => 340.208,'y' => 223.216 ]
['x' => 340.183,'y' => 223.183 ]
['x' => 340.145,'y' => 223.185 ]
['x' => 340.140,'y' => 223.224 ]
['x' => 340.157,'y' => 223.250 ]
['x' => 340.183,'y' => 223.271 ]
['x' => 340.207,'y' => 223.300 ]
['x' => 340.183,'y' => 223.323 ]
['x' => 340.088,'y' => 223.380 ]
