x,y
['x' => 395.290,'y' => 424.826 ]
['x' => 393.315,'y' => 425.476 ]
['x' => 392.222,'y' => 425.808 ]
['x' => 391.151,'y' => 425.924 ]
['x' => 390.756,'y' => 425.985 ]
['x' => 389.073,'y' => 426.568 ]
['x' => 388.446,'y' => 426.838 ]
['x' => 387.895,'y' => 427.341 ]
['x' => 387.491,'y' => 428.188 ]
['x' => 386.684,'y' => 432.188 ]
['x' => 386.196,'y' => 435.162 ]
['x' => 385.809,'y' => 436.725 ]
['x' => 385.008,'y' => 438.950 ]
['x' => 384.005,'y' => 442.313 ]
['x' => 382.249,'y' => 447.466 ]
['x' => 380.706,'y' => 451.263 ]
['x' => 379.448,'y' => 455.108 ]
['x' => 378.207,'y' => 460.445 ]
['x' => 377.808,'y' => 465.817 ]
['x' => 377.886,'y' => 467.607 ]
['x' => 378.345,'y' => 474.017 ]
['x' => 379.128,'y' => 477.221 ]
['x' => 379.550,'y' => 481.172 ]
['x' => 380.694,'y' => 486.316 ]
['x' => 382.319,'y' => 493.623 ]
['x' => 383.322,'y' => 496.161 ]
['x' => 384.701,'y' => 499.501 ]
['x' => 385.097,'y' => 500.889 ]
['x' => 385.561,'y' => 503.172 ]
['x' => 386.056,'y' => 505.146 ]
['x' => 386.132,'y' => 506.730 ]
['x' => 386.505,'y' => 508.751 ]
['x' => 386.516,'y' => 509.172 ]
['x' => 386.352,'y' => 509.664 ]
['x' => 387.861,'y' => 510.298 ]
['x' => 390.444,'y' => 511.507 ]
['x' => 393.299,'y' => 512.276 ]
['x' => 400.750,'y' => 513.304 ]
['x' => 405.500,'y' => 513.813 ]
['x' => 413.336,'y' => 515.304 ]
['x' => 417.158,'y' => 515.608 ]
['x' => 420.874,'y' => 515.734 ]
['x' => 425.706,'y' => 516.355 ]
['x' => 428.300,'y' => 516.980 ]
['x' => 434.433,'y' => 518.869 ]
['x' => 437.575,'y' => 519.545 ]
['x' => 440.015,'y' => 520.079 ]
['x' => 446.838,'y' => 521.390 ]
['x' => 450.271,'y' => 521.695 ]
['x' => 454.518,'y' => 522.065 ]
['x' => 457.903,'y' => 521.938 ]
['x' => 457.924,'y' => 521.935 ]
['x' => 458.467,'y' => 521.807 ]
['x' => 466.454,'y' => 519.818 ]
['x' => 470.626,'y' => 519.707 ]
['x' => 474.002,'y' => 520.147 ]
['x' => 476.023,'y' => 520.096 ]
['x' => 477.203,'y' => 519.841 ]
['x' => 480.915,'y' => 518.157 ]
['x' => 483.787,'y' => 516.230 ]
['x' => 487.313,'y' => 512.522 ]
['x' => 491.021,'y' => 509.142 ]
['x' => 493.347,'y' => 506.415 ]
['x' => 494.147,'y' => 504.816 ]
['x' => 494.874,'y' => 503.398 ]
['x' => 496.255,'y' => 502.344 ]
['x' => 497.091,'y' => 501.581 ]
['x' => 498.146,'y' => 500.781 ]
['x' => 498.800,'y' => 500.744 ]
['x' => 499.600,'y' => 500.545 ]
['x' => 501.508,'y' => 500.072 ]
['x' => 503.071,'y' => 500.708 ]
['x' => 505.180,'y' => 500.817 ]
['x' => 506.361,'y' => 500.508 ]
['x' => 508.160,'y' => 499.945 ]
['x' => 509.487,'y' => 499.036 ]
['x' => 511.559,'y' => 497.473 ]
['x' => 512.650,'y' => 496.564 ]
['x' => 513.377,'y' => 495.892 ]
['x' => 513.722,'y' => 495.419 ]
['x' => 514.231,'y' => 494.965 ]
['x' => 516.194,'y' => 493.783 ]
['x' => 518.066,'y' => 492.020 ]
['x' => 519.684,'y' => 490.075 ]
['x' => 520.647,'y' => 489.385 ]
