x,y
['x' => 272.058,'y' => 354.821 ]
['x' => 271.807,'y' => 354.776 ]
['x' => 271.236,'y' => 354.596 ]
['x' => 271.097,'y' => 354.604 ]
['x' => 270.950,'y' => 354.630 ]
['x' => 270.612,'y' => 354.795 ]
['x' => 270.361,'y' => 354.760 ]
['x' => 269.812,'y' => 354.552 ]
['x' => 269.720,'y' => 354.596 ]
['x' => 269.711,'y' => 354.682 ]
['x' => 269.702,'y' => 354.812 ]
['x' => 269.728,'y' => 354.934 ]
['x' => 269.780,'y' => 355.064 ]
['x' => 269.860,'y' => 355.155 ]
['x' => 269.912,'y' => 355.260 ]
['x' => 269.917,'y' => 355.364 ]
['x' => 269.854,'y' => 355.472 ]
['x' => 269.824,'y' => 355.488 ]
['x' => 269.702,'y' => 355.601 ]
['x' => 269.610,'y' => 355.616 ]
['x' => 269.624,'y' => 356.173 ]
['x' => 269.972,'y' => 356.892 ]
['x' => 270.140,'y' => 357.383 ]
['x' => 270.020,'y' => 358.031 ]
['x' => 269.792,'y' => 358.570 ]
['x' => 269.780,'y' => 359.589 ]
['x' => 268.893,'y' => 360.500 ]
['x' => 268.461,'y' => 361.100 ]
['x' => 267.622,'y' => 362.634 ]
['x' => 267.862,'y' => 364.025 ]
['x' => 268.006,'y' => 364.816 ]
['x' => 267.674,'y' => 365.251 ]
['x' => 268.174,'y' => 366.231 ]
['x' => 269.109,'y' => 367.142 ]
['x' => 269.542,'y' => 367.640 ]
['x' => 269.588,'y' => 367.693 ]
['x' => 269.463,'y' => 368.338 ]
['x' => 269.253,'y' => 368.892 ]
['x' => 268.773,'y' => 370.043 ]
['x' => 268.941,'y' => 370.715 ]
['x' => 269.564,'y' => 371.146 ]
['x' => 271.342,'y' => 372.323 ]
['x' => 272.834,'y' => 373.203 ]
['x' => 274.456,'y' => 374.695 ]
['x' => 276.327,'y' => 377.254 ]
['x' => 278.097,'y' => 380.197 ]
['x' => 278.921,'y' => 382.549 ]
['x' => 279.740,'y' => 384.752 ]
['x' => 280.715,'y' => 386.641 ]
['x' => 282.152,'y' => 387.710 ]
['x' => 283.826,'y' => 387.182 ]
['x' => 287.118,'y' => 385.596 ]
['x' => 292.303,'y' => 380.878 ]
['x' => 292.757,'y' => 380.577 ]
['x' => 293.611,'y' => 380.319 ]
['x' => 294.289,'y' => 380.130 ]
['x' => 299.385,'y' => 382.551 ]
['x' => 302.496,'y' => 383.649 ]
['x' => 304.918,'y' => 384.137 ]
['x' => 307.968,'y' => 384.148 ]
['x' => 313.415,'y' => 384.429 ]
['x' => 315.804,'y' => 385.153 ]
['x' => 319.122,'y' => 386.282 ]
['x' => 321.093,'y' => 387.344 ]
['x' => 323.165,'y' => 389.809 ]
['x' => 325.775,'y' => 393.042 ]
['x' => 326.196,'y' => 394.285 ]
['x' => 327.271,'y' => 396.331 ]
['x' => 328.494,'y' => 397.986 ]
['x' => 330.439,'y' => 400.295 ]
['x' => 332.295,'y' => 401.592 ]
['x' => 335.707,'y' => 403.661 ]
['x' => 338.682,'y' => 405.197 ]
['x' => 344.681,'y' => 408.422 ]
['x' => 352.703,'y' => 413.067 ]
['x' => 361.191,'y' => 418.868 ]
['x' => 363.887,'y' => 420.435 ]
['x' => 367.249,'y' => 422.551 ]
['x' => 371.860,'y' => 426.026 ]
['x' => 373.624,'y' => 426.921 ]
['x' => 375.086,'y' => 427.187 ]
['x' => 378.989,'y' => 427.083 ]
['x' => 386.621,'y' => 426.745 ]
['x' => 390.756,'y' => 425.985 ]
['x' => 391.151,'y' => 425.924 ]
['x' => 392.222,'y' => 425.808 ]
['x' => 393.315,'y' => 425.476 ]
['x' => 395.290,'y' => 424.826 ]
['x' => 398.785,'y' => 423.777 ]
['x' => 400.855,'y' => 422.370 ]
['x' => 402.643,'y' => 417.706 ]
['x' => 404.004,'y' => 412.000 ]
['x' => 405.720,'y' => 407.074 ]
['x' => 409.325,'y' => 401.507 ]
['x' => 411.610,'y' => 398.349 ]
['x' => 413.978,'y' => 396.563 ]
['x' => 416.171,'y' => 394.103 ]
['x' => 419.358,'y' => 391.620 ]
['x' => 425.175,'y' => 389.875 ]
['x' => 428.096,'y' => 389.240 ]
['x' => 430.231,'y' => 388.966 ]
['x' => 431.038,'y' => 386.479 ]
['x' => 430.906,'y' => 379.169 ]
['x' => 432.261,'y' => 373.500 ]
['x' => 432.774,'y' => 369.676 ]
['x' => 432.455,'y' => 363.412 ]
['x' => 432.437,'y' => 359.180 ]
['x' => 432.003,'y' => 350.483 ]
['x' => 431.878,'y' => 339.499 ]
['x' => 432.262,'y' => 331.730 ]
['x' => 434.975,'y' => 310.565 ]
['x' => 435.657,'y' => 308.678 ]
['x' => 435.674,'y' => 307.421 ]
['x' => 435.505,'y' => 306.775 ]
['x' => 435.181,'y' => 306.119 ]
['x' => 434.687,'y' => 305.351 ]
['x' => 433.215,'y' => 303.403 ]
['x' => 431.623,'y' => 301.334 ]
['x' => 429.535,'y' => 298.887 ]
['x' => 426.963,'y' => 296.089 ]
['x' => 424.921,'y' => 294.112 ]
['x' => 421.838,'y' => 291.882 ]
['x' => 416.440,'y' => 287.964 ]
['x' => 415.450,'y' => 287.466 ]
['x' => 413.793,'y' => 287.171 ]
['x' => 409.591,'y' => 287.303 ]
['x' => 406.924,'y' => 286.712 ]
['x' => 403.057,'y' => 285.399 ]
['x' => 401.382,'y' => 284.761 ]
['x' => 397.956,'y' => 283.423 ]
['x' => 394.319,'y' => 281.872 ]
['x' => 391.874,'y' => 280.769 ]
['x' => 384.811,'y' => 278.182 ]
['x' => 377.192,'y' => 275.920 ]
['x' => 371.479,'y' => 274.486 ]
['x' => 367.161,'y' => 273.474 ]
['x' => 361.895,'y' => 272.156 ]
['x' => 359.691,'y' => 271.836 ]
['x' => 357.725,'y' => 271.764 ]
['x' => 355.626,'y' => 271.237 ]
['x' => 352.810,'y' => 272.316 ]
['x' => 349.987,'y' => 272.642 ]
['x' => 349.909,'y' => 272.651 ]
['x' => 346.792,'y' => 272.963 ]
['x' => 346.228,'y' => 273.071 ]
['x' => 345.185,'y' => 273.467 ]
['x' => 344.358,'y' => 273.562 ]
['x' => 343.771,'y' => 273.490 ]
['x' => 343.159,'y' => 272.999 ]
['x' => 342.380,'y' => 272.903 ]
['x' => 341.936,'y' => 273.347 ]
['x' => 341.673,'y' => 273.610 ]
['x' => 341.121,'y' => 273.718 ]
['x' => 340.330,'y' => 273.766 ]
['x' => 339.839,'y' => 274.222 ]
['x' => 339.095,'y' => 274.414 ]
['x' => 338.724,'y' => 273.886 ]
['x' => 337.765,'y' => 273.335 ]
['x' => 337.285,'y' => 273.862 ]
['x' => 336.494,'y' => 274.126 ]
['x' => 336.422,'y' => 274.018 ]
['x' => 336.194,'y' => 273.359 ]
['x' => 335.367,'y' => 273.455 ]
['x' => 334.288,'y' => 273.287 ]
['x' => 333.826,'y' => 272.645 ]
['x' => 333.425,'y' => 272.244 ]
['x' => 333.383,'y' => 272.244 ]
['x' => 332.897,'y' => 272.376 ]
['x' => 332.490,'y' => 272.316 ]
['x' => 332.170,'y' => 272.166 ]
['x' => 332.430,'y' => 272.660 ]
['x' => 332.473,'y' => 272.755 ]
['x' => 332.447,'y' => 272.851 ]
['x' => 332.516,'y' => 273.050 ]
['x' => 332.646,'y' => 273.110 ]
['x' => 332.837,'y' => 273.457 ]
['x' => 332.906,'y' => 273.916 ]
['x' => 333.019,'y' => 274.029 ]
['x' => 333.028,'y' => 274.115 ]
['x' => 332.931,'y' => 274.174 ]
['x' => 332.699,'y' => 273.918 ]
['x' => 332.573,'y' => 273.816 ]
['x' => 332.499,'y' => 273.752 ]
['x' => 332.395,'y' => 273.717 ]
['x' => 332.336,'y' => 273.769 ]
['x' => 332.088,'y' => 273.932 ]
['x' => 331.872,'y' => 273.852 ]
['x' => 331.808,'y' => 273.810 ]
['x' => 331.763,'y' => 273.778 ]
['x' => 331.702,'y' => 273.804 ]
['x' => 331.719,'y' => 273.890 ]
['x' => 331.769,'y' => 274.000 ]
['x' => 331.797,'y' => 274.130 ]
['x' => 331.797,'y' => 274.176 ]
['x' => 331.719,'y' => 274.289 ]
['x' => 331.589,'y' => 274.306 ]
['x' => 331.511,'y' => 274.332 ]
['x' => 331.347,'y' => 274.471 ]
['x' => 331.316,'y' => 274.557 ]
['x' => 331.250,'y' => 274.587 ]
['x' => 331.022,'y' => 274.660 ]
['x' => 330.940,'y' => 274.626 ]
['x' => 330.905,'y' => 274.583 ]
['x' => 330.881,'y' => 274.506 ]
['x' => 330.876,'y' => 274.417 ]
['x' => 330.879,'y' => 274.384 ]
['x' => 330.853,'y' => 274.280 ]
['x' => 330.761,'y' => 274.219 ]
['x' => 330.731,'y' => 274.193 ]
['x' => 330.652,'y' => 274.113 ]
['x' => 330.593,'y' => 274.046 ]
['x' => 330.420,'y' => 273.864 ]
['x' => 330.143,'y' => 273.582 ]
['x' => 330.160,'y' => 273.327 ]
['x' => 330.171,'y' => 273.273 ]
['x' => 330.194,'y' => 273.154 ]
['x' => 330.168,'y' => 273.074 ]
['x' => 330.083,'y' => 272.806 ]
['x' => 330.160,'y' => 272.686 ]
['x' => 330.272,'y' => 272.608 ]
['x' => 330.342,'y' => 272.504 ]
['x' => 330.333,'y' => 272.322 ]
