x,y
['x' => 244.681,'y' => 289.739 ]
['x' => 244.929,'y' => 289.328 ]
['x' => 244.948,'y' => 289.021 ]
['x' => 244.939,'y' => 288.769 ]
['x' => 245.135,'y' => 288.033 ]
['x' => 245.276,'y' => 287.416 ]
['x' => 245.591,'y' => 286.458 ]
['x' => 245.610,'y' => 286.216 ]
['x' => 246.290,'y' => 284.380 ]
['x' => 246.094,'y' => 283.662 ]
['x' => 245.796,'y' => 283.541 ]
['x' => 245.423,'y' => 283.513 ]
['x' => 245.312,'y' => 283.457 ]
['x' => 245.116,'y' => 283.504 ]
['x' => 244.976,'y' => 283.606 ]
['x' => 244.874,'y' => 283.597 ]
['x' => 244.687,'y' => 283.364 ]
['x' => 244.762,'y' => 282.963 ]
['x' => 244.594,'y' => 282.954 ]
['x' => 244.491,'y' => 282.991 ]
['x' => 244.380,'y' => 283.149 ]
['x' => 244.249,'y' => 283.233 ]
['x' => 243.839,'y' => 283.252 ]
['x' => 243.718,'y' => 283.215 ]
['x' => 243.541,'y' => 283.345 ]
['x' => 242.963,'y' => 283.457 ]
['x' => 242.795,'y' => 283.606 ]
['x' => 242.637,'y' => 283.634 ]
['x' => 242.395,'y' => 283.634 ]
['x' => 242.292,'y' => 283.578 ]
['x' => 242.227,'y' => 283.410 ]
['x' => 242.190,'y' => 283.252 ]
['x' => 242.059,'y' => 283.224 ]
['x' => 241.957,'y' => 283.252 ]
['x' => 241.891,'y' => 283.317 ]
['x' => 241.817,'y' => 283.420 ]
['x' => 241.807,'y' => 283.532 ]
['x' => 241.817,'y' => 283.615 ]
['x' => 241.705,'y' => 283.671 ]
['x' => 241.416,'y' => 283.783 ]
['x' => 241.211,'y' => 283.774 ]
['x' => 241.164,'y' => 283.690 ]
['x' => 241.202,'y' => 283.513 ]
['x' => 241.108,'y' => 283.466 ]
['x' => 241.015,'y' => 283.457 ]
['x' => 240.922,'y' => 283.485 ]
['x' => 240.782,'y' => 283.578 ]
['x' => 240.652,'y' => 283.615 ]
['x' => 240.512,'y' => 283.532 ]
['x' => 240.475,'y' => 283.336 ]
['x' => 240.400,'y' => 283.205 ]
['x' => 240.223,'y' => 283.159 ]
['x' => 240.083,'y' => 283.131 ]
['x' => 239.925,'y' => 282.926 ]
['x' => 239.888,'y' => 282.730 ]
['x' => 239.776,'y' => 282.432 ]
['x' => 239.543,'y' => 282.320 ]
['x' => 239.245,'y' => 282.357 ]
['x' => 238.853,'y' => 282.497 ]
['x' => 238.695,'y' => 282.488 ]
['x' => 238.779,'y' => 282.329 ]
['x' => 239.049,'y' => 282.050 ]
['x' => 239.301,'y' => 282.087 ]
['x' => 239.440,'y' => 281.919 ]
['x' => 239.450,'y' => 281.630 ]
['x' => 239.450,'y' => 281.062 ]
['x' => 239.580,'y' => 280.717 ]
['x' => 239.878,'y' => 280.680 ]
['x' => 240.121,'y' => 280.698 ]
['x' => 240.195,'y' => 280.754 ]
['x' => 240.167,'y' => 280.950 ]
['x' => 240.232,'y' => 281.043 ]
['x' => 240.531,'y' => 281.155 ]
['x' => 240.652,'y' => 281.276 ]
['x' => 240.698,'y' => 281.435 ]
['x' => 240.903,'y' => 281.528 ]
['x' => 241.369,'y' => 281.407 ]
['x' => 241.565,'y' => 281.435 ]
['x' => 241.696,'y' => 281.183 ]
['x' => 241.733,'y' => 280.838 ]
['x' => 241.630,'y' => 280.792 ]
['x' => 241.295,'y' => 280.764 ]
['x' => 241.164,'y' => 280.745 ]
['x' => 241.136,'y' => 280.801 ]
['x' => 241.183,'y' => 280.922 ]
['x' => 241.174,'y' => 281.025 ]
['x' => 241.053,'y' => 281.015 ]
['x' => 241.025,'y' => 280.931 ]
['x' => 240.950,'y' => 280.680 ]
['x' => 240.959,'y' => 280.438 ]
['x' => 241.062,'y' => 280.363 ]
['x' => 241.220,'y' => 280.382 ]
['x' => 241.369,'y' => 280.447 ]
['x' => 241.463,'y' => 280.540 ]
['x' => 241.602,'y' => 280.596 ]
['x' => 241.733,'y' => 280.521 ]
['x' => 241.742,'y' => 280.372 ]
['x' => 241.817,'y' => 280.251 ]
['x' => 241.929,'y' => 280.242 ]
['x' => 242.143,'y' => 280.344 ]
['x' => 242.273,'y' => 280.260 ]
['x' => 242.432,'y' => 280.214 ]
['x' => 242.739,'y' => 280.195 ]
['x' => 242.954,'y' => 279.869 ]
['x' => 243.420,'y' => 279.813 ]
['x' => 243.820,'y' => 279.608 ]
['x' => 243.895,'y' => 279.291 ]
['x' => 243.858,'y' => 279.142 ]
['x' => 243.839,'y' => 279.002 ]
['x' => 243.960,'y' => 278.956 ]
['x' => 244.119,'y' => 278.788 ]
['x' => 244.193,'y' => 278.760 ]
['x' => 244.342,'y' => 278.853 ]
['x' => 244.333,'y' => 279.040 ]
['x' => 244.426,'y' => 279.198 ]
['x' => 244.790,'y' => 279.338 ]
['x' => 245.218,'y' => 279.627 ]
['x' => 245.722,'y' => 279.524 ]
['x' => 245.927,'y' => 279.273 ]
['x' => 245.964,'y' => 278.984 ]
['x' => 245.955,'y' => 278.741 ]
['x' => 246.150,'y' => 278.238 ]
['x' => 246.737,'y' => 276.439 ]
['x' => 247.008,'y' => 275.582 ]
['x' => 247.092,'y' => 274.818 ]
['x' => 247.322,'y' => 274.262 ]
['x' => 247.296,'y' => 274.186 ]
['x' => 247.286,'y' => 274.142 ]
['x' => 247.287,'y' => 274.103 ]
['x' => 247.287,'y' => 274.065 ]
['x' => 247.261,'y' => 274.039 ]
['x' => 247.248,'y' => 273.988 ]
['x' => 247.248,'y' => 273.848 ]
['x' => 247.197,'y' => 273.822 ]
['x' => 247.184,'y' => 273.771 ]
['x' => 247.121,'y' => 273.720 ]
['x' => 247.095,'y' => 273.682 ]
['x' => 247.044,'y' => 273.644 ]
['x' => 247.031,'y' => 273.605 ]
['x' => 246.986,'y' => 273.510 ]
['x' => 246.929,'y' => 273.478 ]
['x' => 246.865,'y' => 273.401 ]
['x' => 246.775,'y' => 273.310 ]
['x' => 246.725,'y' => 273.274 ]
['x' => 246.725,'y' => 273.235 ]
['x' => 246.699,'y' => 273.210 ]
['x' => 246.687,'y' => 273.159 ]
['x' => 246.648,'y' => 273.120 ]
['x' => 246.607,'y' => 273.072 ]
['x' => 246.563,'y' => 273.058 ]
['x' => 246.515,'y' => 273.021 ]
['x' => 246.461,'y' => 272.998 ]
['x' => 246.316,'y' => 272.954 ]
['x' => 246.291,'y' => 272.916 ]
['x' => 246.265,'y' => 272.878 ]
['x' => 246.242,'y' => 272.852 ]
['x' => 246.228,'y' => 272.808 ]
['x' => 246.190,'y' => 272.783 ]
['x' => 246.153,'y' => 272.742 ]
['x' => 246.087,'y' => 272.674 ]
['x' => 246.074,'y' => 272.610 ]
['x' => 246.074,'y' => 272.572 ]
['x' => 246.036,'y' => 272.533 ]
['x' => 246.036,'y' => 272.495 ]
['x' => 246.001,'y' => 272.417 ]
['x' => 245.908,'y' => 272.278 ]
['x' => 245.857,'y' => 272.201 ]
['x' => 245.814,'y' => 272.152 ]
['x' => 245.778,'y' => 272.107 ]
['x' => 245.737,'y' => 272.054 ]
['x' => 245.691,'y' => 271.997 ]
