x,y
['x' => 94.267,'y' => 495.072 ]
['x' => 94.182,'y' => 495.340 ]
['x' => 94.019,'y' => 495.928 ]
['x' => 93.595,'y' => 496.776 ]
['x' => 93.333,'y' => 496.972 ]
['x' => 92.779,'y' => 497.070 ]
['x' => 92.126,'y' => 497.494 ]
['x' => 91.571,'y' => 497.788 ]
['x' => 91.245,'y' => 497.657 ]
['x' => 90.527,'y' => 497.266 ]
['x' => 90.005,'y' => 496.939 ]
['x' => 89.483,'y' => 496.907 ]
['x' => 88.928,'y' => 496.646 ]
['x' => 88.569,'y' => 496.385 ]
['x' => 88.210,'y' => 496.091 ]
['x' => 88.047,'y' => 496.646 ]
['x' => 87.753,'y' => 497.200 ]
['x' => 87.525,'y' => 497.625 ]
['x' => 87.280,'y' => 497.821 ]
['x' => 87.051,'y' => 497.959 ]
['x' => 86.643,'y' => 498.131 ]
['x' => 86.431,'y' => 498.261 ]
['x' => 86.219,'y' => 498.424 ]
['x' => 86.129,'y' => 498.612 ]
['x' => 86.097,'y' => 498.726 ]
['x' => 86.121,'y' => 498.620 ]
['x' => 86.154,'y' => 498.465 ]
['x' => 86.236,'y' => 498.302 ]
['x' => 86.227,'y' => 498.163 ]
['x' => 86.211,'y' => 497.829 ]
['x' => 86.129,'y' => 497.625 ]
['x' => 86.032,'y' => 497.282 ]
['x' => 85.934,'y' => 497.045 ]
['x' => 85.893,'y' => 496.907 ]
['x' => 85.885,'y' => 496.768 ]
['x' => 85.779,'y' => 496.776 ]
['x' => 85.624,'y' => 496.866 ]
['x' => 85.575,'y' => 497.176 ]
['x' => 85.615,'y' => 497.307 ]
['x' => 85.615,'y' => 497.429 ]
['x' => 85.526,'y' => 497.592 ]
['x' => 85.428,'y' => 497.755 ]
['x' => 85.297,'y' => 497.902 ]
['x' => 85.257,'y' => 497.959 ]
['x' => 85.179,'y' => 497.987 ]
['x' => 85.216,'y' => 498.001 ]
['x' => 84.751,'y' => 498.220 ]
['x' => 84.408,'y' => 498.563 ]
['x' => 84.082,'y' => 498.840 ]
['x' => 83.919,'y' => 499.362 ]
['x' => 83.706,'y' => 499.558 ]
['x' => 83.396,'y' => 499.754 ]
['x' => 83.021,'y' => 499.934 ]
['x' => 82.760,'y' => 499.950 ]
['x' => 82.483,'y' => 499.950 ]
['x' => 82.793,'y' => 500.129 ]
['x' => 82.956,'y' => 500.244 ]
['x' => 83.021,'y' => 500.505 ]
['x' => 83.037,'y' => 500.896 ]
['x' => 83.037,'y' => 501.272 ]
['x' => 83.021,'y' => 501.647 ]
['x' => 83.005,'y' => 501.957 ]
['x' => 83.070,'y' => 502.593 ]
['x' => 83.152,'y' => 503.034 ]
['x' => 83.641,'y' => 503.458 ]
['x' => 83.772,'y' => 503.833 ]
['x' => 83.967,'y' => 504.339 ]
['x' => 84.294,'y' => 504.584 ]
['x' => 84.245,'y' => 504.861 ]
['x' => 84.049,'y' => 504.943 ]
['x' => 83.788,'y' => 505.008 ]
['x' => 83.641,'y' => 505.090 ]
['x' => 83.396,'y' => 505.139 ]
['x' => 83.005,'y' => 505.122 ]
['x' => 82.727,'y' => 505.090 ]
['x' => 82.417,'y' => 504.894 ]
['x' => 82.254,'y' => 504.780 ]
['x' => 82.009,'y' => 504.731 ]
['x' => 81.781,'y' => 504.763 ]
['x' => 81.340,'y' => 505.025 ]
['x' => 80.932,'y' => 505.367 ]
['x' => 80.574,'y' => 505.808 ]
['x' => 80.427,'y' => 506.183 ]
['x' => 80.427,'y' => 506.624 ]
['x' => 80.427,'y' => 507.276 ]
['x' => 80.427,'y' => 507.847 ]
['x' => 80.280,'y' => 508.223 ]
['x' => 80.329,'y' => 508.680 ]
['x' => 80.639,'y' => 509.332 ]
['x' => 81.014,'y' => 509.740 ]
['x' => 81.112,'y' => 509.952 ]
['x' => 81.128,'y' => 510.197 ]
['x' => 80.990,'y' => 510.360 ]
['x' => 80.996,'y' => 510.369 ]
['x' => 81.020,'y' => 510.380 ]
['x' => 81.052,'y' => 510.395 ]
['x' => 81.083,'y' => 510.399 ]
['x' => 81.186,'y' => 510.384 ]
['x' => 81.240,'y' => 510.338 ]
