x,y
['x' => 533.178,'y' => 338.307 ]
['x' => 533.569,'y' => 338.122 ]
['x' => 534.314,'y' => 337.679 ]
['x' => 535.079,'y' => 337.357 ]
['x' => 536.601,'y' => 337.061 ]
['x' => 537.401,'y' => 337.042 ]
['x' => 538.755,'y' => 336.979 ]
['x' => 540.345,'y' => 337.152 ]
['x' => 541.654,'y' => 337.333 ]
['x' => 543.199,'y' => 337.651 ]
['x' => 545.452,'y' => 338.097 ]
['x' => 546.143,'y' => 338.178 ]
['x' => 547.443,'y' => 338.288 ]
['x' => 548.751,'y' => 338.215 ]
['x' => 549.424,'y' => 338.215 ]
['x' => 550.678,'y' => 338.133 ]
['x' => 551.996,'y' => 337.833 ]
['x' => 553.168,'y' => 337.524 ]
['x' => 553.931,'y' => 337.261 ]
['x' => 554.568,'y' => 336.879 ]
['x' => 555.158,'y' => 336.579 ]
['x' => 556.412,'y' => 335.875 ]
['x' => 556.780,'y' => 335.666 ]
['x' => 557.467,'y' => 335.411 ]
['x' => 557.871,'y' => 335.307 ]
['x' => 558.285,'y' => 335.216 ]
['x' => 558.498,'y' => 335.207 ]
['x' => 558.689,'y' => 335.170 ]
['x' => 558.834,'y' => 335.111 ]
['x' => 558.977,'y' => 335.012 ]
['x' => 558.934,'y' => 334.975 ]
['x' => 558.883,'y' => 334.835 ]
['x' => 558.653,'y' => 334.656 ]
['x' => 558.488,'y' => 334.618 ]
['x' => 558.360,'y' => 334.362 ]
['x' => 558.296,'y' => 334.286 ]
['x' => 558.245,'y' => 334.273 ]
['x' => 558.245,'y' => 334.222 ]
['x' => 558.181,'y' => 334.171 ]
['x' => 558.092,'y' => 333.980 ]
['x' => 557.786,'y' => 333.558 ]
['x' => 557.747,'y' => 333.316 ]
['x' => 557.607,'y' => 332.971 ]
['x' => 557.467,'y' => 332.844 ]
['x' => 557.415,'y' => 332.844 ]
['x' => 557.313,'y' => 332.818 ]
['x' => 557.164,'y' => 332.750 ]
['x' => 556.841,'y' => 332.575 ]
['x' => 556.739,'y' => 332.550 ]
['x' => 556.665,'y' => 332.561 ]
['x' => 556.547,'y' => 332.486 ]
['x' => 556.369,'y' => 332.371 ]
['x' => 556.313,'y' => 332.230 ]
['x' => 556.266,'y' => 331.932 ]
['x' => 556.252,'y' => 331.788 ]
['x' => 556.190,'y' => 331.593 ]
['x' => 556.045,'y' => 331.279 ]
['x' => 555.986,'y' => 331.120 ]
['x' => 555.884,'y' => 331.069 ]
['x' => 555.807,'y' => 330.967 ]
['x' => 555.743,'y' => 330.942 ]
['x' => 555.724,'y' => 330.735 ]
['x' => 555.591,'y' => 330.616 ]
['x' => 555.527,'y' => 330.429 ]
['x' => 555.424,'y' => 330.316 ]
['x' => 555.296,'y' => 330.189 ]
['x' => 555.156,'y' => 330.201 ]
['x' => 555.054,'y' => 330.138 ]
['x' => 555.045,'y' => 329.941 ]
['x' => 554.968,'y' => 329.869 ]
['x' => 554.986,'y' => 329.756 ]
['x' => 554.909,'y' => 329.705 ]
['x' => 554.871,'y' => 329.603 ]
['x' => 554.833,'y' => 329.591 ]
['x' => 554.705,'y' => 329.386 ]
['x' => 554.740,'y' => 329.246 ]
['x' => 554.726,'y' => 329.160 ]
['x' => 554.684,'y' => 329.104 ]
['x' => 554.556,'y' => 329.091 ]
['x' => 554.416,'y' => 329.027 ]
['x' => 554.301,'y' => 328.899 ]
['x' => 554.250,'y' => 328.721 ]
['x' => 554.186,'y' => 328.746 ]
['x' => 554.122,'y' => 328.746 ]
['x' => 553.995,'y' => 328.721 ]
['x' => 553.880,'y' => 328.619 ]
['x' => 553.701,'y' => 328.261 ]
['x' => 553.701,'y' => 328.159 ]
['x' => 553.637,'y' => 328.121 ]
['x' => 553.548,'y' => 327.955 ]
['x' => 553.535,'y' => 327.840 ]
['x' => 553.471,'y' => 327.827 ]
['x' => 553.395,'y' => 327.725 ]
['x' => 553.344,'y' => 327.725 ]
['x' => 553.344,'y' => 327.687 ]
['x' => 553.280,'y' => 327.661 ]
['x' => 553.280,'y' => 327.623 ]
['x' => 553.216,'y' => 327.585 ]
['x' => 553.216,'y' => 327.483 ]
['x' => 552.999,'y' => 327.215 ]
['x' => 552.833,'y' => 327.164 ]
['x' => 552.744,'y' => 327.061 ]
['x' => 552.667,'y' => 327.023 ]
['x' => 552.386,'y' => 326.500 ]
['x' => 552.322,'y' => 326.474 ]
['x' => 552.271,'y' => 326.385 ]
['x' => 552.195,'y' => 326.347 ]
['x' => 551.901,'y' => 326.040 ]
['x' => 551.863,'y' => 325.900 ]
['x' => 551.710,'y' => 325.696 ]
['x' => 551.633,'y' => 325.504 ]
['x' => 551.531,'y' => 325.479 ]
['x' => 551.391,'y' => 325.274 ]
['x' => 551.391,'y' => 325.096 ]
['x' => 551.455,'y' => 325.045 ]
['x' => 551.493,'y' => 325.045 ]
['x' => 551.569,'y' => 324.994 ]
['x' => 551.620,'y' => 324.981 ]
['x' => 551.621,'y' => 324.891 ]
['x' => 551.582,'y' => 324.892 ]
['x' => 551.506,'y' => 324.968 ]
['x' => 551.416,'y' => 324.968 ]
['x' => 551.365,'y' => 324.917 ]
['x' => 551.301,'y' => 324.904 ]
['x' => 551.276,'y' => 324.943 ]
['x' => 551.250,'y' => 324.968 ]
['x' => 551.212,'y' => 324.981 ]
['x' => 550.893,'y' => 324.521 ]
['x' => 550.842,'y' => 324.355 ]
['x' => 550.867,'y' => 324.202 ]
['x' => 550.740,'y' => 324.151 ]
['x' => 550.702,'y' => 324.075 ]
['x' => 550.638,'y' => 324.049 ]
['x' => 550.548,'y' => 324.049 ]
['x' => 550.484,'y' => 324.024 ]
['x' => 550.395,'y' => 323.934 ]
['x' => 550.382,'y' => 323.781 ]
['x' => 550.421,'y' => 323.743 ]
['x' => 550.421,'y' => 323.679 ]
['x' => 550.535,'y' => 323.602 ]
['x' => 550.587,'y' => 323.602 ]
['x' => 550.625,'y' => 323.564 ]
['x' => 550.587,'y' => 323.475 ]
['x' => 550.523,'y' => 323.487 ]
['x' => 550.485,'y' => 323.487 ]
['x' => 550.433,'y' => 323.539 ]
['x' => 550.382,'y' => 323.539 ]
['x' => 550.344,'y' => 323.590 ]
['x' => 550.267,'y' => 323.602 ]
['x' => 550.242,'y' => 323.653 ]
['x' => 550.127,'y' => 323.564 ]
['x' => 550.051,'y' => 323.283 ]
['x' => 549.974,'y' => 323.232 ]
['x' => 549.833,'y' => 322.964 ]
['x' => 549.821,'y' => 322.849 ]
['x' => 549.865,'y' => 322.805 ]
['x' => 549.795,'y' => 322.747 ]
['x' => 549.744,'y' => 322.747 ]
['x' => 549.668,'y' => 322.619 ]
['x' => 549.706,'y' => 322.530 ]
['x' => 549.629,'y' => 322.441 ]
['x' => 549.629,'y' => 322.313 ]
['x' => 549.642,'y' => 322.275 ]
['x' => 549.680,'y' => 322.262 ]
['x' => 549.680,'y' => 322.224 ]
['x' => 549.604,'y' => 322.071 ]
['x' => 549.553,'y' => 322.032 ]
['x' => 549.451,'y' => 322.020 ]
['x' => 549.425,'y' => 321.969 ]
['x' => 549.361,'y' => 322.007 ]
['x' => 549.310,'y' => 321.981 ]
['x' => 549.285,'y' => 321.917 ]
['x' => 549.310,'y' => 321.815 ]
['x' => 549.259,'y' => 321.790 ]
['x' => 549.157,'y' => 321.624 ]
['x' => 549.131,'y' => 321.483 ]
['x' => 549.029,'y' => 321.407 ]
['x' => 548.838,'y' => 321.113 ]
['x' => 548.774,'y' => 321.050 ]
['x' => 548.595,'y' => 320.960 ]
['x' => 548.417,'y' => 320.909 ]
['x' => 548.353,'y' => 320.807 ]
['x' => 548.289,'y' => 320.781 ]
['x' => 548.225,'y' => 320.705 ]
['x' => 548.148,'y' => 320.462 ]
['x' => 548.059,'y' => 320.399 ]
['x' => 548.008,'y' => 320.296 ]
['x' => 547.950,'y' => 320.022 ]
['x' => 547.874,'y' => 319.971 ]
['x' => 547.893,'y' => 319.888 ]
['x' => 547.753,'y' => 319.728 ]
['x' => 547.702,'y' => 319.486 ]
['x' => 547.664,'y' => 319.429 ]
['x' => 547.638,'y' => 319.448 ]
['x' => 547.306,'y' => 319.339 ]
['x' => 546.936,'y' => 319.326 ]
['x' => 546.891,'y' => 319.308 ]
['x' => 546.831,'y' => 319.332 ]
['x' => 546.694,'y' => 319.286 ]
['x' => 546.568,'y' => 319.291 ]
['x' => 546.308,'y' => 319.622 ]
['x' => 546.004,'y' => 320.037 ]
['x' => 545.696,'y' => 320.281 ]
['x' => 545.518,'y' => 320.370 ]
['x' => 545.398,'y' => 320.382 ]
['x' => 545.247,'y' => 320.417 ]
['x' => 545.130,'y' => 320.383 ]
['x' => 545.089,'y' => 320.320 ]
['x' => 545.190,'y' => 320.150 ]
['x' => 545.331,'y' => 320.016 ]
['x' => 545.401,'y' => 319.942 ]
['x' => 545.509,'y' => 319.770 ]
['x' => 545.611,'y' => 319.645 ]
['x' => 545.793,'y' => 319.142 ]
['x' => 545.806,'y' => 319.084 ]
['x' => 545.841,'y' => 318.995 ]
['x' => 545.893,'y' => 318.856 ]
['x' => 546.094,'y' => 318.601 ]
['x' => 546.326,'y' => 318.359 ]
['x' => 546.483,'y' => 318.214 ]
['x' => 546.528,'y' => 318.216 ]
['x' => 546.400,'y' => 317.999 ]
['x' => 546.336,'y' => 317.961 ]
['x' => 546.240,'y' => 317.967 ]
['x' => 546.055,'y' => 317.922 ]
['x' => 545.953,'y' => 317.986 ]
['x' => 545.889,'y' => 318.012 ]
['x' => 545.647,'y' => 318.012 ]
['x' => 545.570,'y' => 317.973 ]
['x' => 545.468,'y' => 317.961 ]
['x' => 545.315,'y' => 317.859 ]
['x' => 545.034,'y' => 317.846 ]
['x' => 544.932,'y' => 317.795 ]
['x' => 544.855,'y' => 317.795 ]
['x' => 544.741,'y' => 317.705 ]
