x,y
['x' => 80.990,'y' => 510.360 ]
['x' => 81.128,'y' => 510.197 ]
['x' => 81.112,'y' => 509.952 ]
['x' => 81.014,'y' => 509.740 ]
['x' => 80.639,'y' => 509.332 ]
['x' => 80.329,'y' => 508.680 ]
['x' => 80.280,'y' => 508.223 ]
['x' => 80.427,'y' => 507.847 ]
['x' => 80.427,'y' => 507.276 ]
['x' => 80.427,'y' => 506.624 ]
['x' => 80.427,'y' => 506.183 ]
['x' => 80.574,'y' => 505.808 ]
['x' => 80.932,'y' => 505.367 ]
['x' => 81.340,'y' => 505.025 ]
['x' => 81.781,'y' => 504.763 ]
['x' => 82.009,'y' => 504.731 ]
['x' => 82.254,'y' => 504.780 ]
['x' => 82.417,'y' => 504.894 ]
['x' => 82.727,'y' => 505.090 ]
['x' => 83.005,'y' => 505.122 ]
['x' => 83.396,'y' => 505.139 ]
['x' => 83.641,'y' => 505.090 ]
['x' => 83.788,'y' => 505.008 ]
['x' => 84.049,'y' => 504.943 ]
['x' => 84.245,'y' => 504.861 ]
['x' => 84.294,'y' => 504.584 ]
['x' => 83.967,'y' => 504.339 ]
['x' => 83.772,'y' => 503.833 ]
['x' => 83.641,'y' => 503.458 ]
['x' => 83.152,'y' => 503.034 ]
['x' => 83.070,'y' => 502.593 ]
['x' => 83.005,'y' => 501.957 ]
['x' => 83.021,'y' => 501.647 ]
['x' => 83.037,'y' => 501.272 ]
['x' => 83.037,'y' => 500.896 ]
['x' => 83.021,'y' => 500.505 ]
['x' => 82.956,'y' => 500.244 ]
['x' => 82.793,'y' => 500.129 ]
['x' => 82.483,'y' => 499.950 ]
['x' => 82.760,'y' => 499.950 ]
['x' => 83.021,'y' => 499.934 ]
['x' => 83.396,'y' => 499.754 ]
['x' => 83.706,'y' => 499.558 ]
['x' => 83.919,'y' => 499.362 ]
['x' => 84.082,'y' => 498.840 ]
['x' => 84.408,'y' => 498.563 ]
['x' => 84.751,'y' => 498.220 ]
['x' => 85.216,'y' => 498.001 ]
['x' => 85.179,'y' => 497.987 ]
['x' => 84.506,'y' => 497.739 ]
['x' => 84.082,'y' => 497.510 ]
['x' => 83.560,'y' => 497.021 ]
['x' => 82.842,'y' => 496.466 ]
['x' => 82.499,'y' => 496.221 ]
['x' => 81.993,'y' => 496.042 ]
['x' => 81.275,'y' => 496.140 ]
['x' => 81.047,'y' => 496.189 ]
['x' => 80.720,'y' => 496.499 ]
['x' => 80.525,'y' => 496.760 ]
['x' => 80.459,'y' => 496.825 ]
['x' => 80.133,'y' => 496.825 ]
['x' => 79.415,'y' => 496.793 ]
['x' => 79.154,'y' => 496.531 ]
['x' => 78.795,'y' => 495.862 ]
['x' => 78.224,'y' => 495.895 ]
['x' => 78.110,'y' => 495.455 ]
['x' => 78.240,'y' => 495.193 ]
['x' => 78.371,'y' => 494.965 ]
['x' => 78.501,'y' => 494.573 ]
['x' => 78.501,'y' => 494.084 ]
['x' => 78.730,'y' => 493.301 ]
['x' => 78.534,'y' => 492.811 ]
['x' => 78.240,'y' => 492.224 ]
['x' => 77.718,'y' => 491.473 ]
['x' => 77.081,'y' => 491.078 ]
['x' => 77.052,'y' => 491.093 ]
['x' => 77.001,'y' => 491.156 ]
['x' => 77.014,'y' => 491.246 ]
['x' => 76.937,'y' => 491.361 ]
['x' => 76.950,'y' => 491.412 ]
['x' => 76.912,'y' => 491.424 ]
['x' => 76.899,'y' => 491.488 ]
['x' => 76.937,'y' => 491.565 ]
['x' => 77.078,'y' => 491.654 ]
['x' => 77.065,'y' => 491.846 ]
['x' => 77.116,'y' => 491.897 ]
['x' => 77.129,'y' => 492.012 ]
['x' => 77.193,'y' => 492.050 ]
['x' => 77.193,'y' => 492.114 ]
['x' => 77.256,'y' => 492.165 ]
['x' => 77.231,'y' => 492.216 ]
['x' => 77.282,'y' => 492.241 ]
['x' => 77.371,'y' => 492.241 ]
['x' => 77.435,'y' => 492.318 ]
['x' => 77.435,'y' => 492.497 ]
['x' => 77.371,'y' => 492.548 ]
['x' => 77.320,'y' => 492.548 ]
['x' => 77.269,'y' => 492.599 ]
['x' => 77.269,'y' => 492.637 ]
['x' => 77.499,'y' => 492.854 ]
['x' => 77.473,'y' => 492.982 ]
['x' => 77.410,'y' => 492.982 ]
['x' => 77.320,'y' => 493.160 ]
['x' => 77.244,'y' => 493.199 ]
['x' => 77.180,'y' => 493.275 ]
['x' => 77.103,'y' => 493.301 ]
['x' => 77.078,'y' => 493.326 ]
['x' => 76.988,'y' => 493.326 ]
['x' => 76.937,'y' => 493.288 ]
['x' => 76.771,'y' => 493.250 ]
['x' => 76.605,'y' => 493.403 ]
['x' => 76.465,'y' => 493.377 ]
['x' => 76.452,'y' => 493.416 ]
['x' => 76.401,'y' => 493.416 ]
['x' => 76.376,'y' => 493.390 ]
['x' => 76.350,'y' => 493.416 ]
['x' => 76.274,'y' => 493.454 ]
['x' => 76.222,'y' => 493.530 ]
['x' => 76.146,'y' => 493.518 ]
['x' => 76.108,'y' => 493.518 ]
['x' => 76.066,'y' => 493.698 ]
['x' => 75.976,'y' => 493.698 ]
['x' => 75.912,'y' => 493.762 ]
['x' => 75.810,'y' => 493.775 ]
['x' => 75.785,'y' => 493.800 ]
['x' => 75.551,'y' => 493.749 ]
['x' => 75.393,'y' => 493.492 ]
['x' => 75.342,'y' => 493.505 ]
['x' => 75.291,'y' => 493.531 ]
['x' => 75.240,'y' => 493.531 ]
['x' => 75.189,'y' => 493.492 ]
['x' => 75.074,'y' => 493.505 ]
['x' => 74.895,'y' => 493.403 ]
['x' => 74.844,'y' => 493.416 ]
['x' => 74.793,'y' => 493.467 ]
['x' => 74.691,'y' => 493.441 ]
['x' => 74.448,'y' => 493.454 ]
['x' => 74.321,'y' => 493.454 ]
['x' => 74.295,'y' => 493.479 ]
['x' => 74.244,'y' => 493.505 ]
['x' => 74.206,'y' => 493.518 ]
['x' => 74.155,'y' => 493.569 ]
['x' => 74.129,'y' => 493.594 ]
['x' => 74.065,'y' => 493.696 ]
['x' => 74.014,'y' => 493.837 ]
['x' => 74.002,'y' => 494.016 ]
['x' => 74.065,'y' => 494.041 ]
['x' => 74.167,'y' => 494.156 ]
['x' => 74.270,'y' => 494.424 ]
['x' => 74.206,'y' => 494.475 ]
['x' => 74.129,'y' => 494.641 ]
['x' => 74.053,'y' => 494.641 ]
['x' => 74.001,'y' => 494.692 ]
['x' => 73.938,'y' => 494.717 ]
['x' => 73.874,'y' => 494.717 ]
['x' => 73.823,'y' => 494.730 ]
['x' => 73.784,'y' => 494.756 ]
['x' => 73.759,'y' => 494.781 ]
['x' => 73.516,'y' => 494.887 ]
['x' => 73.363,'y' => 494.909 ]
['x' => 73.274,'y' => 494.922 ]
['x' => 73.172,'y' => 494.986 ]
['x' => 73.134,'y' => 494.986 ]
['x' => 73.083,'y' => 495.062 ]
['x' => 72.904,'y' => 495.254 ]
['x' => 72.904,'y' => 495.177 ]
['x' => 72.827,'y' => 495.062 ]
['x' => 72.840,'y' => 494.960 ]
['x' => 72.763,'y' => 494.858 ]
['x' => 72.763,'y' => 494.794 ]
['x' => 72.661,'y' => 494.807 ]
['x' => 72.623,'y' => 494.794 ]
['x' => 72.636,'y' => 494.730 ]
['x' => 72.674,'y' => 494.730 ]
['x' => 72.700,'y' => 494.692 ]
['x' => 72.687,'y' => 494.564 ]
['x' => 72.636,'y' => 494.437 ]
['x' => 72.559,'y' => 494.411 ]
['x' => 72.546,'y' => 494.373 ]
['x' => 72.495,'y' => 494.360 ]
['x' => 72.457,'y' => 494.398 ]
['x' => 72.380,'y' => 494.386 ]
['x' => 72.355,'y' => 494.411 ]
['x' => 72.304,'y' => 494.449 ]
['x' => 72.253,'y' => 494.462 ]
['x' => 72.215,'y' => 494.526 ]
['x' => 72.176,'y' => 494.552 ]
['x' => 72.074,'y' => 494.590 ]
['x' => 72.100,'y' => 494.666 ]
['x' => 72.061,'y' => 494.718 ]
['x' => 71.921,'y' => 494.641 ]
['x' => 71.921,'y' => 494.552 ]
['x' => 71.870,'y' => 494.564 ]
['x' => 71.857,'y' => 494.666 ]
['x' => 71.998,'y' => 494.756 ]
['x' => 72.061,'y' => 494.947 ]
['x' => 72.215,'y' => 495.049 ]
['x' => 72.215,'y' => 495.203 ]
['x' => 72.342,'y' => 495.279 ]
['x' => 72.406,'y' => 495.369 ]
['x' => 72.444,'y' => 495.381 ]
['x' => 72.495,'y' => 495.369 ]
['x' => 72.585,'y' => 495.445 ]
['x' => 72.585,'y' => 495.547 ]
['x' => 72.634,'y' => 495.633 ]
['x' => 72.623,'y' => 495.688 ]
['x' => 72.827,'y' => 495.841 ]
['x' => 72.942,'y' => 495.994 ]
['x' => 72.904,'y' => 496.109 ]
['x' => 72.862,'y' => 496.207 ]
['x' => 72.840,'y' => 496.260 ]
['x' => 72.774,'y' => 496.360 ]
['x' => 72.648,'y' => 496.351 ]
['x' => 72.572,'y' => 496.364 ]
['x' => 72.521,'y' => 496.543 ]
['x' => 72.457,'y' => 496.607 ]
['x' => 72.470,'y' => 496.709 ]
['x' => 72.432,'y' => 496.824 ]
['x' => 72.400,'y' => 496.957 ]
['x' => 72.335,'y' => 497.013 ]
['x' => 72.276,'y' => 497.133 ]
['x' => 72.251,'y' => 497.067 ]
['x' => 72.046,'y' => 496.991 ]
['x' => 71.928,'y' => 497.036 ]
['x' => 71.870,'y' => 496.926 ]
['x' => 71.746,'y' => 496.991 ]
['x' => 71.673,'y' => 496.831 ]
['x' => 71.640,'y' => 496.734 ]
['x' => 71.564,'y' => 496.670 ]
['x' => 71.602,'y' => 496.530 ]
['x' => 71.564,'y' => 496.504 ]
['x' => 71.551,'y' => 496.390 ]
['x' => 71.589,'y' => 496.364 ]
['x' => 71.602,'y' => 496.288 ]
