x,y
['x' => 444.980,'y' => 190.892 ]
['x' => 445.006,'y' => 190.918 ]
['x' => 445.050,'y' => 191.041 ]
['x' => 445.173,'y' => 191.243 ]
['x' => 445.384,'y' => 191.375 ]
['x' => 445.524,'y' => 191.401 ]
['x' => 445.656,'y' => 191.410 ]
['x' => 445.779,'y' => 191.366 ]
['x' => 445.920,'y' => 191.366 ]
['x' => 446.095,'y' => 191.384 ]
['x' => 446.192,'y' => 191.428 ]
['x' => 446.219,'y' => 191.480 ]
['x' => 446.183,'y' => 191.542 ]
['x' => 445.841,'y' => 191.700 ]
['x' => 445.639,'y' => 191.726 ]
['x' => 445.498,'y' => 191.718 ]
['x' => 445.261,'y' => 191.603 ]
['x' => 445.155,'y' => 191.586 ]
['x' => 445.085,'y' => 191.630 ]
['x' => 444.980,'y' => 191.902 ]
['x' => 444.876,'y' => 192.017 ]
['x' => 444.830,'y' => 192.301 ]
['x' => 444.773,'y' => 192.389 ]
['x' => 444.723,'y' => 192.476 ]
['x' => 444.633,'y' => 192.663 ]
['x' => 444.593,'y' => 192.865 ]
['x' => 444.611,'y' => 193.177 ]
['x' => 444.619,'y' => 193.285 ]
['x' => 444.575,'y' => 193.364 ]
['x' => 444.551,'y' => 193.412 ]
['x' => 444.521,'y' => 193.520 ]
['x' => 444.494,'y' => 193.678 ]
['x' => 444.499,'y' => 193.726 ]
['x' => 444.505,'y' => 193.860 ]
['x' => 444.534,'y' => 193.955 ]
['x' => 444.597,'y' => 194.056 ]
['x' => 444.677,'y' => 194.133 ]
['x' => 444.758,'y' => 194.232 ]
['x' => 444.778,'y' => 194.295 ]
['x' => 444.795,'y' => 194.495 ]
['x' => 444.756,'y' => 194.640 ]
['x' => 444.725,'y' => 194.667 ]
['x' => 444.668,'y' => 194.699 ]
['x' => 444.591,'y' => 194.842 ]
['x' => 444.547,'y' => 194.891 ]
['x' => 444.483,'y' => 195.071 ]
['x' => 444.452,'y' => 195.128 ]
['x' => 444.336,'y' => 195.308 ]
['x' => 444.248,'y' => 195.440 ]
['x' => 444.184,'y' => 195.473 ]
['x' => 444.083,'y' => 195.534 ]
['x' => 443.884,'y' => 195.677 ]
['x' => 443.815,'y' => 195.719 ]
['x' => 443.769,'y' => 195.727 ]
['x' => 443.723,'y' => 195.719 ]
['x' => 443.673,'y' => 195.703 ]
['x' => 443.648,'y' => 195.659 ]
['x' => 443.637,'y' => 195.620 ]
['x' => 443.635,'y' => 195.565 ]
['x' => 443.662,'y' => 195.473 ]
['x' => 443.697,'y' => 195.369 ]
['x' => 443.692,'y' => 195.326 ]
['x' => 443.611,'y' => 195.356 ]
['x' => 443.580,'y' => 195.422 ]
['x' => 443.525,'y' => 195.497 ]
['x' => 443.473,'y' => 195.523 ]
['x' => 443.438,'y' => 195.543 ]
['x' => 443.411,'y' => 195.569 ]
['x' => 443.380,'y' => 195.615 ]
['x' => 443.339,'y' => 195.642 ]
['x' => 443.299,'y' => 195.725 ]
['x' => 443.321,'y' => 195.868 ]
['x' => 443.380,'y' => 195.956 ]
['x' => 443.442,'y' => 196.035 ]
['x' => 443.574,'y' => 196.110 ]
['x' => 443.594,'y' => 196.189 ]
['x' => 443.587,'y' => 196.395 ]
['x' => 443.418,'y' => 196.964 ]
['x' => 443.308,'y' => 197.237 ]
['x' => 443.249,'y' => 197.276 ]
['x' => 443.194,'y' => 197.289 ]
['x' => 443.132,'y' => 197.305 ]
['x' => 443.071,'y' => 197.276 ]
['x' => 442.930,'y' => 197.254 ]
['x' => 442.858,'y' => 197.256 ]
['x' => 442.822,'y' => 197.298 ]
['x' => 442.803,'y' => 197.327 ]
['x' => 442.779,'y' => 197.551 ]
['x' => 442.748,'y' => 197.654 ]
['x' => 442.754,'y' => 197.704 ]
['x' => 442.730,'y' => 197.832 ]
['x' => 442.702,'y' => 197.909 ]
['x' => 442.669,'y' => 197.986 ]
['x' => 442.647,'y' => 198.038 ]
['x' => 442.598,'y' => 198.120 ]
['x' => 442.526,'y' => 198.150 ]
['x' => 442.482,'y' => 198.144 ]
['x' => 442.403,'y' => 198.137 ]
['x' => 442.214,'y' => 198.109 ]
['x' => 442.091,'y' => 198.098 ]
['x' => 442.025,'y' => 198.117 ]
['x' => 441.911,'y' => 198.137 ]
['x' => 441.757,'y' => 198.122 ]
['x' => 441.718,'y' => 198.102 ]
['x' => 441.696,'y' => 198.080 ]
['x' => 441.619,'y' => 197.999 ]
['x' => 441.586,'y' => 197.874 ]
['x' => 441.573,'y' => 197.733 ]
['x' => 441.544,'y' => 197.647 ]
['x' => 441.548,'y' => 197.573 ]
['x' => 441.551,'y' => 197.201 ]
