x,y
['x' => 277.665,'y' => 589.556 ]
['x' => 277.120,'y' => 592.101 ]
['x' => 277.181,'y' => 592.611 ]
['x' => 277.431,'y' => 593.236 ]
['x' => 277.612,'y' => 594.167 ]
['x' => 277.749,'y' => 594.997 ]
['x' => 277.726,'y' => 595.326 ]
['x' => 277.453,'y' => 595.576 ]
['x' => 277.010,'y' => 595.644 ]
['x' => 276.124,'y' => 595.690 ]
['x' => 275.777,'y' => 595.741 ]
['x' => 275.505,'y' => 596.229 ]
['x' => 275.527,'y' => 596.945 ]
['x' => 275.664,'y' => 597.934 ]
['x' => 275.652,'y' => 598.525 ]
['x' => 275.403,'y' => 598.899 ]
['x' => 274.982,'y' => 599.513 ]
['x' => 274.664,'y' => 600.376 ]
['x' => 274.323,'y' => 600.763 ]
['x' => 273.676,'y' => 601.706 ]
['x' => 273.051,'y' => 603.115 ]
['x' => 272.233,'y' => 604.433 ]
['x' => 271.676,'y' => 604.944 ]
['x' => 271.403,'y' => 605.398 ]
['x' => 271.119,'y' => 605.910 ]
['x' => 271.267,'y' => 606.955 ]
['x' => 271.449,'y' => 608.261 ]
['x' => 271.733,'y' => 609.227 ]
['x' => 271.733,'y' => 609.409 ]
['x' => 271.843,'y' => 609.403 ]
['x' => 272.227,'y' => 609.787 ]
['x' => 272.989,'y' => 610.973 ]
['x' => 273.534,'y' => 611.849 ]
['x' => 274.013,'y' => 613.136 ]
['x' => 274.181,'y' => 613.695 ]
['x' => 274.026,'y' => 614.268 ]
['x' => 273.952,'y' => 614.474 ]
['x' => 273.956,'y' => 614.699 ]
['x' => 274.033,'y' => 614.932 ]
['x' => 274.028,'y' => 615.079 ]
['x' => 274.110,'y' => 615.077 ]
['x' => 274.443,'y' => 615.043 ]
['x' => 274.870,'y' => 614.972 ]
['x' => 274.989,'y' => 614.846 ]
['x' => 275.028,'y' => 614.806 ]
['x' => 275.118,'y' => 614.783 ]
['x' => 275.354,'y' => 614.687 ]
['x' => 275.405,'y' => 614.656 ]
['x' => 275.452,'y' => 614.599 ]
['x' => 275.490,'y' => 614.570 ]
['x' => 275.541,'y' => 614.497 ]
['x' => 275.512,'y' => 614.434 ]
['x' => 275.487,'y' => 614.414 ]
['x' => 275.461,'y' => 614.387 ]
['x' => 275.458,'y' => 614.350 ]
['x' => 275.479,'y' => 614.217 ]
['x' => 275.541,'y' => 614.179 ]
['x' => 275.600,'y' => 614.092 ]
['x' => 275.696,'y' => 613.996 ]
['x' => 275.724,'y' => 613.914 ]
['x' => 275.788,'y' => 613.815 ]
['x' => 275.818,'y' => 613.761 ]
