x,y
['x' => 230.122,'y' => 460.264 ]
['x' => 230.274,'y' => 460.353 ]
['x' => 230.487,'y' => 460.421 ]
['x' => 230.757,'y' => 460.386 ]
['x' => 230.980,'y' => 460.414 ]
['x' => 231.066,'y' => 460.367 ]
['x' => 231.093,'y' => 460.264 ]
['x' => 231.114,'y' => 460.171 ]
['x' => 231.094,'y' => 460.054 ]
['x' => 231.089,'y' => 460.005 ]
['x' => 231.121,'y' => 459.957 ]
['x' => 231.151,'y' => 459.933 ]
['x' => 231.192,'y' => 459.872 ]
['x' => 231.163,'y' => 459.828 ]
['x' => 231.110,'y' => 459.793 ]
['x' => 231.124,'y' => 459.752 ]
['x' => 231.142,'y' => 459.721 ]
['x' => 231.167,'y' => 459.689 ]
['x' => 231.207,'y' => 459.670 ]
['x' => 231.250,'y' => 459.682 ]
['x' => 231.301,'y' => 459.689 ]
['x' => 231.350,'y' => 459.675 ]
['x' => 231.409,'y' => 459.664 ]
['x' => 231.437,'y' => 459.685 ]
['x' => 231.465,'y' => 459.717 ]
['x' => 231.470,'y' => 459.759 ]
['x' => 231.492,'y' => 459.807 ]
['x' => 231.520,'y' => 459.827 ]
['x' => 231.590,'y' => 459.830 ]
['x' => 231.643,'y' => 459.818 ]
['x' => 231.703,'y' => 459.765 ]
['x' => 231.748,'y' => 459.733 ]
['x' => 231.783,'y' => 459.726 ]
['x' => 231.809,'y' => 459.758 ]
['x' => 231.801,'y' => 459.809 ]
['x' => 231.795,'y' => 459.864 ]
['x' => 231.815,'y' => 459.915 ]
['x' => 231.846,'y' => 459.947 ]
['x' => 231.834,'y' => 459.989 ]
['x' => 231.762,'y' => 460.028 ]
['x' => 231.705,'y' => 460.079 ]
['x' => 231.582,'y' => 460.289 ]
['x' => 231.529,'y' => 460.344 ]
['x' => 231.490,'y' => 460.376 ]
['x' => 231.440,'y' => 460.455 ]
['x' => 231.426,'y' => 460.508 ]
['x' => 231.418,'y' => 460.575 ]
['x' => 231.432,'y' => 460.637 ]
['x' => 231.583,'y' => 460.845 ]
['x' => 231.670,'y' => 461.032 ]
['x' => 231.661,'y' => 461.158 ]
['x' => 231.594,'y' => 461.463 ]
['x' => 231.576,'y' => 461.595 ]
['x' => 231.576,'y' => 461.738 ]
['x' => 231.621,'y' => 461.823 ]
['x' => 231.647,'y' => 461.888 ]
['x' => 231.629,'y' => 461.941 ]
['x' => 231.612,'y' => 461.991 ]
['x' => 231.599,'y' => 462.063 ]
['x' => 231.629,'y' => 462.095 ]
['x' => 231.721,'y' => 462.095 ]
['x' => 231.801,'y' => 462.005 ]
['x' => 232.019,'y' => 461.712 ]
['x' => 232.177,'y' => 461.592 ]
['x' => 232.431,'y' => 461.454 ]
['x' => 232.897,'y' => 461.233 ]
['x' => 233.195,'y' => 461.046 ]
['x' => 233.317,'y' => 460.986 ]
['x' => 233.366,'y' => 460.963 ]
['x' => 233.523,'y' => 460.734 ]
['x' => 233.568,'y' => 460.670 ]
['x' => 233.610,'y' => 460.663 ]
['x' => 233.642,'y' => 460.676 ]
['x' => 233.689,'y' => 460.684 ]
['x' => 233.748,'y' => 460.623 ]
